,repo,description,owner,version,wc_url,updated_at,stars,forks,screenshot_url,samplecode_url,supported_browsers,rating,comment,external,status
1030,parallax-element,"A Polymer element allowing to declaratively create simple vertical or horizontal parallax scrolling effects, working on desktop and mobile. It features built-in deactivation of the effect in browsers (IE) that do not fully support the CSS transformations leveraged to achieve the parallax scrolling.",vguillou,v1.1.1,,2017-08-08 16:54:11,24,2,,,,,,,
1031,material-progress,"A Material design multi-progress bar collection, inspired by Google Fit and made with Polymer.",vguillou,v0.1.3,,2017-06-25 21:57:50,27,1,,,,,,,
1032,dy-graphs,Polymer custom element wrapper around dygraphs.com,timeu,v1.0.0,,2017-07-15 08:58:37,3,1,,,,,,,
1033,http-cat-element,:cat: Web Component for embedding HTTP Cats images,rogeriopvl,v1.1.0,,2017-05-08 14:38:13,1,1,,,,,,,
1034,granite-ajax-saver,A lightweight element to save the response from an AJAX call into a file on the local filesystem,LostInBrittany,1.0.3,,2017-02-27 19:46:56,1,0,,,,,,,
1035,granite-led,A webcomponent to display a LED-like ON/OFF status indicator,LostInBrittany,1.0.2,,2017-07-18 15:43:31,1,0,,,,,,,
1036,calendar-flip,A 3D flip clock polymer element with animation,limhenry,0.1.0,,2017-05-04 07:43:59,2,2,,,,,,,
1037,iron-icon,,johnpryan,1.0.0,,2017-03-20 23:44:58,0,0,,,,,,,
1038,network-information,"Implements Network Information API, which enables web applications to access information about the network connection in use by the device.",jorgecasar,1.0.0,,2017-08-03 11:58:40,1,0,,,,,,,
1039,notification-toast,An app-toast (paper-toast) wrapper for simulating web notifications.,jifalops,0.1.1,,2017-04-28 13:03:54,2,0,,,,,,,
1040,nodecg-replicant-input,A <paper-input> element that has two-way binding with a Replicant.,NodeCGElements,v0.4.0,,2016-11-21 21:40:10,0,0,,,,,,,
1041,google-map-markerclusterer,Polymer port of markerclusterer-plus,timeu,v1.0.2,,2017-02-22 23:11:48,29,7,,,,,,,
1042,sapo-videos-element,🐸 Web component for embedding videos from Sapo Vídeos,rogeriopvl,v1.0.0,,2017-05-08 14:48:40,1,0,,,,,,,
1043,gravatar-image,,cluttered-components,v1.0.3,,2017-04-24 04:14:39,3,0,,,,,,,
1044,polymer-quill,A custom build of the Quill Rich Text Editor to support Polymer web components.,arsnebula,v1.2.4,,2017-07-15 13:26:47,8,0,,,,,,,
1045,device-orientation,:iphone: A simple Polymer element that provides the current device orientation using the Device Orientation API.,guilhermefarias,v1.2.0,,2016-01-18 02:41:53,2,0,,,,,,,
1046,titanium-form-behavior,titanium-form-behavior is a polymer behavior that provides some typical scrolling and key press handling abilities,LssPolymerElements,0.1.0,,2017-04-17 22:19:55,0,0,,,,,,,
1047,noto-emoji-iconset,Google's Emojis iconset for iron-icon,raulsntos,v0.1.0,,2017-07-18 13:49:33,8,4,,,,,,,
1048,paper-chip,A Material Design Chip,WebPaperElements,v1.0.11,,2017-06-12 07:34:20,8,6,,,,,,,
1049,tracking-elements,Web Component wrapper for tracking.js API using Polymer,eduardolundgren,v1.0.0,,2017-07-26 23:38:00,52,11,,,,,,,
1050,fb-dp,<fb-dp> is a web component that displays the facebook profile picture of any given facebbok ID.,rohithsathya,0.0.3,,2017-07-09 09:10:47,0,0,,,,,,,
1051,material-toggle-button,`material-toggle-button` is a Material design inspired toggle button. It is based on the original Material design [paper-button](https://elements.polymer-project.org/elements/paper-button) by the Polymer team.,vguillou,v1.0.0,,2017-08-08 08:29:05,3,1,,,,,,,
1052,discovery-api-elements,Automatically generated Polymer elements to access Google Apis,Scarygami,0.5.0,,2017-05-19 08:00:59,12,4,,,,,,,
1053,github-fork-ribbon,Simple Polymer element to add a GitHub fork me ribbon.,saeidzebardast,v0.2.3,,2017-01-19 15:43:56,3,0,,,,,,,
1054,disqus-thread,Custom element for Disqus.,revathskumar,0.0.1,,2017-03-29 21:29:08,1,2,,,,,,,
1055,profile-vcard,Polymer template for display a simple profile card,oscarmcm,v2.0.0,,2017-07-06 22:52:40,17,3,,,,,,,
1056,jsfiddle-demo,Polymer element for displaying jsfiddles,Link2Twenty,v0.0.1,,2017-05-01 19:34:59,3,0,,,,,,,
1057,boxes-distributor,This element try to organize boxes in a truck in the most efficient layout,klarkc,v1.0.0,,2017-04-12 10:25:42,2,0,,,,,,,
1058,input-password,The input password that you allways want to use in your apps with sign in process now is real with Web Components,jorgecasar,1.1.0,,2017-04-17 19:39:30,21,1,,,,,,,
1059,cast-video-polymer,Reusable video element to simplify cast integration.,googlecast,v1.0.0,,2017-05-05 08:15:39,9,5,,,,,,,
1060,cast-dialog-polymer,cast dialog element,googlecast,v1.0.0,,2016-12-18 10:48:59,1,1,,,,,,,
1061,cast-theme-polymer,cast-theme polymer,googlecast,v1.0.0,,2016-12-18 10:48:55,0,2,,,,,,,
1062,cast-button-polymer,Reuseable cast button element to simplify cast integration.,googlecast,v1.0.2,,2016-12-18 10:49:08,3,8,,,,,,,
1063,x-barcode,Web Component wrapper for UPC-A (for now) barcode using Polymer.,girliemac,v1.0.0,,2017-05-23 07:36:26,22,2,,,,,,,
1064,paper-datatable,A material design implementation of a data table.,David-Mulder,0.9.8,,2017-08-08 13:19:08,195,97,,,,,,,
1065,sign-here,Smooth signature drawing with HTML5 Canvas,CaptainCodeman,v0.0.1,,2017-05-18 16:36:05,11,2,,,,,,,
1066,socket-io,A Polymer webcomponent to make a connection to a socket.io server.,Artanis,0.1.0,,2016-03-25 00:38:34,0,0,,,,,,,
1067,cordova-vibration,An element providing access to vibration system for cordova applications.,adelarosab,v1.0.0,,2015-10-12 22:05:07,0,0,,,,,,,
1068,emo-ji,An Emoji html custom element that lets you use descriptive names in place of unicode!,wbinnssmith,v1.0.4,,2017-07-13 14:44:17,53,9,,,,,,,
1069,paper-avatar-image,Avatar Image Web Component based on Polymer Paper Elements,WebPaperElements,0.10.5,,2017-08-01 20:11:36,1,0,,,,,,,
1070,g-r-i-d,"A simple, configurable, responsive and adaptive grid layout made with Polymer. The adaptive breakpoints are defined by the minimum width of the columns. Gutter size, row height, grid items aspect-ration and maximum width are all easily manageable.",vguillou,v1.2.4,,2016-05-10 06:58:41,2,0,,,,,,,
1071,dyn-text,A web component that creates an inline slideshow of words or phrases.,vjcharles,v1.0.2,,2017-08-07 07:37:12,1,0,,,,,,,
1072,swipe-action,A Polymer element providing a declarative way to swipe DOM elements with configurable underlays and trigger some action when the swiping is done. Integrates seamlessly with the <iron-list> element.,vguillou,v1.0.1,,2017-07-11 07:45:03,5,5,,,,,,,
1073,fullscreen-api,A simple Polymer based Web Component wrapper for the HTML5 full screen API,vguillou,v1.1.1,,2017-01-19 20:17:31,22,3,,,,,,,
1074,viz-js,Polymer element providing solution to render Graphviz on the web. Uses the https://github.com/mdaines/viz.js,tzolov,v0.0.4,,2016-12-22 10:30:36,4,2,,,,,,,
1075,x-translate,A Custom Element providing translation of text.,tryggvigy,v0.8.0,,2015-04-20 11:06:33,3,2,,,,,,,
1076,discovery-api-docs,Docs for elements created via discovery-api-elements to help with developing.,Scarygami,0.5.0,,2016-06-09 14:25:42,0,1,,,,,,,
1077,attr-item-behavior,A behavior that reflects the properties of an object to an element's attributes.,samthecodingman,0.0.2,,2017-03-04 16:01:46,0,0,,,,,,,
1078,d3-bubble,Bubble chart element for Polymer using d3.,saeidzebardast,v0.2.1,,2017-03-31 07:53:14,4,0,,,,,,,
1079,loading-wave,Custom Element for CSS Loading wave,revathskumar,0.0.1,,2014-07-23 07:25:52,1,0,,,,,,,
1080,file-input,"A better <input type=""file"">",rnicholus,2.0.0,,2017-06-21 07:47:38,54,15,,,,,,,
1081,gravatar-tag,Custom Element for Gravatar without Polymer.,revathskumar,0.0.4,,2014-08-25 18:35:09,1,0,,,,,,,
1082,animated-lazy-pages,,paulvarache,1.0.0,,2016-06-22 23:53:14,0,0,,,,,,,
1083,mqtt-elements,Polymer elements for MQTT,mqttjs,0.0.6-beta,,2017-06-04 01:33:07,20,3,,,,,,,
1084,parallax-frame,An element providing a parallax frame.,namannehra,0.1.1,,2016-10-17 09:38:07,2,0,,,,,,,
1085,game-snakes,An element providing a snakes game.,namannehra,v0.3.1,,2017-01-19 16:45:02,3,0,,,,,,,
1086,math-tex,A web component for mathematical typesetting using TeX notation.,mathiasbynens,v1.0.0,,2017-06-02 02:53:50,24,1,,,,,,,
1087,leap-motion,An element providing a wrapper for Leap Motion.,jorgecasar,1.0.1,,2017-04-18 12:42:32,3,0,,,,,,,
1088,cast-manager-polymer,Reusable Polymer element to simplify cast integration,googlecast,v1.0.8,,2017-06-11 05:21:18,7,2,,,,,,,
1089,cast-volume-controller-polymer,Reuseable volume controller element.  Used in both the player and cast controller.,googlecast,v1.0.0,,2016-12-18 10:48:47,0,2,,,,,,,
1090,cast-controller-bar-polymer,Reusable cast player control bar.  Automatically hides and displays based on local/cast media content.,googlecast,v1.0.0,,2017-01-22 19:43:38,1,2,,,,,,,
1091,polymer-glad-list-view,,gladcube,v0.0.5,,2016-03-31 08:41:56,0,0,,,,,,,
1092,async-files,WebComponent that allows to load javascripts and css files asynchronously.,GNURub,v0.1.0,,2015-12-29 22:31:03,1,0,,,,,,,
1093,dashboard-clock-analog,":dash: Clock, Analog",DashboardElements,v0.0.1,,2016-03-15 06:21:24,0,0,,,,,,,
1094,x-trap,A X-Tag element for handling keyboard shortcuts & gestures,alternatex,1.0.0,,2015-10-12 17:53:56,1,0,,,,,,,
1095,gamepad-behavior,A polymer behavior that gives easy access to the gamepad api.,alangdm,v0.10.0,,2016-05-30 02:57:43,0,0,,,,,,,
1096,syntax-highlight,Code syntax highlight element.,1000ch,v1.0.0,,2016-10-30 22:34:00,29,3,,,,,,,
