,repo,description,owner,version,wc_url,updated_at,stars,forks,screenshot_url,samplecode_url,supported_browsers,rating,comment,external,status
413,qairoe-app-router,It's a simple routing system that changes the viewport depending on the route given,littleqairoes,v0.0.9,,2017-01-05 12:34:31,3,0,,,,,,,
414,share-url,Polymer element to share the current url,kilombo,0.1.0,,2016-12-18 20:54:38,0,0,,,,,,,
415,isw-dropdown-menu,Material Design Polymer 2.0 Dropdown Menu (with multi-select).,IswPolymerElements,1.0.14,,2017-06-14 07:27:56,2,2,,,,,,,
416,bender-clock,Displaying an analog clock based on CSS transitions using a Polymer element.,itsMeBender,v1.1.0,,2017-04-28 22:21:12,1,0,,,,,,,
417,ibm-tabs,Tabs are used to separate content into different panes,IBMResearch,v2.0.1,,2017-07-18 19:29:37,6,2,,,,,,,
418,bottom-nav,Material Design bottom-nav https://material.io/guidelines/components/bottom-navigation.html,greenyouse,v0.2.0,,2017-07-17 08:00:22,12,2,,,,,,,
419,feathersjs-client,A web component wrapper around the feathersjs-client library.,GreenHopper,1.0.9,,2016-12-10 22:14:13,0,0,,,,,,,
420,x-router,A lightweight client-side router built with web components.,emilbillberg,v0.2.0,,2017-02-26 09:37:30,1,0,,,,,,,
421,iron-sessionstorage,Access to sessionStorage,frenchynz,v1.0.1,,2017-02-05 01:21:35,0,0,,,,,,,
422,rest-api-doc,A custom Polymer element for displaying a REST API doc,DeepSpaceDev,v2.1.1,,2017-06-06 03:08:06,0,0,,,,,,,
423,grain-read-more,,daKmoR,v0.8.1,,2017-04-30 23:44:23,1,0,,,,,,,
424,paper-expansion-panel,A Material Design expansion panel with header and collapsible content (Polymer),Collaborne,2.0.0,,2017-08-09 16:21:28,4,2,,,,,,,
425,tk-pagination,a pagination with polymer,cloudgz,v0.5.3,,2017-03-19 08:55:09,0,0,,,,,,,
426,lazy-img,Lazy loading img,CaptainCodeman,v0.0.7,,2017-07-30 18:38:42,6,0,,,,,,,
427,bm-friday,Is it Friday?,bjerkins,v1.0.5,,2017-06-07 09:30:42,3,0,,,,,,,
428,usa-state-list,Included in this page is the HTML select/dropdown code snippets to generate a list of states for the United States. The list uses the USPS state abbreviation values. A list of outlying territories and armed forces USPS entries are also available,biztek,v1.0.6,,2016-10-19 15:32:08,0,0,,,,,,,
429,xtal-chart-istic,Polymer based web component wrapper around the chartist library,bahrus,0.0.7,,2017-08-02 12:30:38,1,0,,,,,,,
430,polyvr-viewer,"A polymer web components to integrate the Google VR webview, and easily create ""VR walk""",arfost,1.0.0,,2017-07-25 16:26:36,3,0,,,,,,,
431,paper-avatar,Polymer component to auto-generate user avatar,Abe90,1.0.4,,2017-06-12 21:36:41,12,6,,,,,,,
432,simple-dropdown,"Lightweight, style-agnostic popout/dropdown menu",SimpleElements,v0.4.0,,2017-05-16 19:20:07,7,2,,,,,,,
433,poly-me,A web based résumé using polymer,sbeleidy,0.0.3,,2017-06-26 16:37:43,4,3,,,,,,,
434,events-calendar,An event calendar web component build with polymer based on mpachnis/mp-calendar,Hispar,v0.1.2,,2017-06-01 01:47:44,4,2,,,,,,,
435,app-forum,A Polymer 1.x forum component.,dav04,v1.0.4,,2017-03-27 10:00:38,2,0,,,,,,,
436,paper-image,Polymer element that displays an image with a revealing panel.,wincinderith,v1.1.3,,2017-05-26 22:57:41,4,0,,,,,,,
437,ra-action-sheet,"A specific style of alert that appears in response to a control or action, and presents a set of two or more choices related to the current context.",rafiuske,v1.0.1,,2017-03-28 20:18:13,1,1,,,,,,,
438,paper-carousel,Web component to build a responsive carousel,Redbility,1.2.5,,2017-08-06 11:23:16,34,12,,,,,,,
439,HTML-GL,Get as many FPS as you need and amazing effects by rendering HTML/CSS in WebGL,PixelsCommander,0.3.1,,2017-08-10 16:47:06,2897,118,,,,,,,
440,k-avatar,Simple component to make Gmail like text avatars for profile pictures. These avatars can be scaled up to any size.,k4ng,1.1.3,,2017-05-13 20:32:45,6,1,,,,,,,
441,juicy-draggable,Custom element to make items draggable and droppable,Juicy,0.0.3,,2017-07-30 19:07:36,1,2,,,,,,,
442,iron-swipeable-pages,[Polymer 1.x] Element that enables switching between different pages by swiping gesture.,GeoloeG,1.2.9,,2017-07-09 18:03:56,44,20,,,,,,,
443,iron-pullable-container,[Polymer 1.x] Element that enables a container to be pulled to provide a possible action.,GeoloeG,1.0.0,,2017-03-12 13:02:21,11,0,,,,,,,
444,validate-string,,diddledan,1.0.0,,2017-04-23 22:44:56,0,0,,,,,,,
445,paper-timezone,Polymer based timezone selection component,bluewatertracks,1.1.2,,2017-07-15 14:26:45,14,2,,,,,,,
446,poly-prep,Helper elements to load polymer elements asynchronously.,bahrus,0.0.12,,2017-06-20 23:52:39,0,0,,,,,,,
447,json-merge,Polymer component designed to merge JSON objects into other objects,bahrus,0.0.2,,2017-06-25 13:07:42,0,0,,,,,,,
448,nebula-switch,A switch control.,arsnebula,v2.0.1,,2017-03-02 04:10:03,1,1,,,,,,,
449,paper-stepper,Display progress through a sequence by breaking it up into multiple logical and numbered steps.,Zecat,v1.1.0,,2017-08-08 13:19:52,61,22,,,,,,,
450,cat-slider,Image Slider component with multiple options,the-catalin,0.7.2,,2017-05-26 17:11:49,6,0,,,,,,,
451,cat-accordion,Accordion web component with various effects,the-catalin,0.7.4,,2017-07-06 20:49:12,4,0,,,,,,,
452,score-element,A web component that is used to pick a numeric score value from a predefined range.,Protoss78,1.0.0,,2017-05-28 16:13:43,3,1,,,,,,,
453,ace-editor,Polymer (ES6) wrapper of Ace (C9) editor,LasaleFamine,v0.3.0,,2017-02-18 18:25:19,1,3,,,,,,,
454,count-up,A wrapper component for CountUp.js,kcmr,v0.2.2,,2017-07-10 23:30:56,0,0,,,,,,,
455,slate-font-awesome,Wrapping of *Font Awesome* as Polymer web componentto be used as shared style in full ShadowDOM mode,JeffLeFoll,4.7.3,,2017-04-16 20:57:12,0,0,,,,,,,
456,ibm-toolbar,"Horizontal toolbar containing items that can be used for label, navigation, search and actions",IBMResearch,v2.0.2,,2017-07-18 19:29:26,13,2,,,,,,,
457,paper-password-input,Material Design input field to enter passwords (Polymer),Collaborne,2.2.0,,2017-07-23 00:26:02,6,5,,,,,,,
458,drivers-license-input,A generic drivers license input web component / custom element,biztek,v1.1.1,,2016-10-25 16:11:52,1,2,,,,,,,
459,stripe-elements,Polymer Wrapper for Stripe.js v3 Elements,bennypowers,v0.1.1,,2017-07-06 14:10:45,3,1,,,,,,,
460,nebula-loader,Display a loading or progress dialog.,arsnebula,v2.1.0,,2017-03-02 03:49:49,1,0,,,,,,,
461,cordova-geolocation,An element providing geolocation for cordova applications.,adelarosab,v1.1.2,,2016-08-14 11:26:59,1,0,,,,,,,
462,juicy-ace-editor,Custom Element with the Ace code editor,Juicy,2.0.1,,2017-07-28 08:37:56,56,24,,,,,,,
463,i18n-behavior,Instant I18N of raw HTML texts for Polymer,t2ym,2.0.0,,2017-04-17 02:22:08,10,0,,,,,,,
464,simpla-element-behavior,Polymer behavior that connects an element to Simpla's API,SimplaElements,v0.2.3,,2017-05-09 18:24:10,2,0,,,,,,,
465,pdf-browser-viewer,PDF viewer using native browser object as application/pdf,IngressoRapidoWebComponents,v1.0.6,,2017-07-24 17:08:35,26,4,,,,,,,
466,flip-element,Element that supports include two sub-elements and fire a flip animation between then.,IngressoRapidoWebComponents,v1.2.1,,2017-07-24 17:08:27,4,0,,,,,,,
467,import-lodash,,IngressoRapidoWebComponents,1.0.1,,2017-07-24 17:08:22,3,0,,,,,,,
468,spinner-backdrop,Shows a `paper-spinner` and a backdrop overlay with a great fade-in/fade-out animation to entire container. Perfect for page route transition!,IngressoRapidoWebComponents,v1.1.0,,2017-07-24 17:08:26,5,2,,,,,,,
469,credit-card-input,An input element that only allows credit card numbers,IngressoRapidoWebComponents,v1.0.9,,2017-07-24 17:08:24,4,1,,,,,,,
470,creative-photo-editor,"The <creative-photo-editor> is a wrapper of the best FREE Phonto Editor, Adobe Creative (https://creativesdk.adobe.com), but with fixes to works well with web components. Maybe you will want your own api key to run in production, you can get one for FREE creating an account in https://creativesdk.adobe.com/myapps.html",IngressoRapidoWebComponents,v1.1.1,,2017-07-24 17:08:32,6,0,,,,,,,
471,prism-table,Web component based on Polymer 2. Provide a table component with material design.,Prhythm,2.0.0,,2017-07-22 06:10:35,2,2,,,,,,,
472,nebula-button-behavior,A Polymer behavior to support button capabilities.,arsnebula,v2.0.1,,2017-03-02 03:56:45,1,0,,,,,,,
473,emoji-translate,:books: Translate text to ✨emoji ✨!,notwaldorf,v1.0.2,,2017-08-11 00:18:33,701,78,,,,,,,
474,nebula-button,A standard or toggle button.,arsnebula,v2.0.2,,2017-04-15 15:20:38,4,0,,,,,,,
475,salte-feedback-dialog,A dialog for submitting feedback accompanied by a screenshot.,salte-io,1.1.1,,2017-06-08 14:56:27,4,1,,,,,,,
476,polymer-meter,This is a polymer element to indicate the amount of article still left for reading an a page.,qed42,v0.0.7,,2016-11-25 22:29:46,3,0,,,,,,,
477,caniuse-embed-polymer,A Polymer component for the (unofficial) caniuse embed,ireade,v1.3.0,,2017-06-21 13:35:39,8,1,,,,,,,
478,nebula-icon-button,A web component to display an icon or icon toggle button.,arsnebula,v2.0.1,,2017-03-02 04:17:44,1,1,,,,,,,
479,nebula-element-mixin,A set of custom element utility methods.,arsnebula,v2.0.2,,2017-04-11 16:57:21,1,0,,,,,,,
480,nebula-alert,An alert dialog.,arsnebula,v2.1.0,,2017-04-04 16:54:35,2,0,,,,,,,
481,nextprot-elements,Google Polymer web components for neXtProt website,calipho-sib,v0.1.0,,2017-07-20 12:54:27,0,2,,,,,,,
482,paper-lightbox,Web component to launch content inside a popup,Redbility,1.1.0,,2017-06-30 13:45:04,1,1,,,,,,,
483,xtal-formation,Serialize a form into various formats,bahrus,0.0.0,,2017-07-20 00:51:36,0,0,,,,,,,
484,typed-text,Polymer 1.4 element that simulates typing.,sespiros,v1.1.1,,2017-06-02 02:55:45,10,3,,,,,,,
485,myscript-text-web,The easy way to integrate text handwriting recognition in your web app.,MyScript,v1.2.3,,2017-08-06 02:29:40,72,13,,,,,,,
486,myscript-math-web,The easy way to integrate mathematical expressions handwriting recognition in your web app.,MyScript,v1.2.3,,2017-07-27 23:32:14,75,20,,,,,,,
487,juicy-polymer-boilerplate,Fork this repo if you want to start your own Web Component using Polymer,Juicy,v0.1.4,,2017-07-28 08:50:26,0,0,,,,,,,
488,br-elements,"Input elements with mask and validation for common brazilian fields such as CPF, CNPJ, CEP, Telephone and Cell Phone.",patriciapds,v1.6.0,,2017-07-05 14:35:42,8,0,,,,,,,
489,xtal-in-hash,Allows location.hash to serve as an input channel for web components,bahrus,0.0.6,,2017-07-12 02:11:06,0,0,,,,,,,
490,paper-search,A Material Design search bar (Polymer),Collaborne,2.0.7,,2017-08-08 13:19:52,44,23,,,,,,,
491,gltf-viewer,Web Component to display glTF models,AVGP,1.5.0,,2017-07-05 01:36:54,6,1,,,,,,,
492,paper-datatable-api,A material design implementation of a data table,RoXuS,2.0.7,,2017-07-28 22:22:19,43,7,,,,,,,
493,vaadin-upload,"vaadin-upload is a Polymer element for uploading multiple files with progress indication, a part of the Vaadin Core Elements",vaadin,v2.0.0,,2017-08-04 11:28:48,66,33,,,,,,,
494,tk-avator-scissors,an avator scissors with polymer.,cloudgz,v0.1.3,,2017-07-19 07:09:31,0,0,,,,,,,
495,ibm-button,Button with the IBM Design guidelines,IBMResearch,v2.0.1,,2017-07-18 19:29:48,2,0,,,,,,,
496,rsat-popup,A popup component based on web component v1 standards,rohithsathya,0.0.2,,2017-07-15 18:41:19,0,0,,,,,,,
497,webduino,🛠 Web components for Webduino,webduinoio,0.3.2,,2017-08-05 02:00:48,36,13,,,,,,,
498,lazy-imports,Declarative lazy HTML imports as a behavior.,Polymer,2.0.0,,2017-07-12 23:30:33,35,7,,,,,,,
499,juicy-popover,Custom Element that expands an area when clicked on a handle,Juicy,1.1.0,,2017-07-27 12:22:34,0,1,,,,,,,
500,imported-template,"Custom element that let's you load template from external file into your document, and take full control over loaded <script>s and <link rel=""import"">s. Thanks to HTML Imports - caching, script execution, etc. is completely native.",Juicy,1.5.0,,2017-07-28 08:45:41,13,4,,,,,,,
501,s-slider,Up-to-date fork of <paper-slider> with new features.,StartPolymer,v1.0.13,,2017-05-04 07:06:34,4,0,,,,,,,
502,juicy-color-picker,Custom element to choose a color,Juicy,2.1.0,,2017-07-28 08:23:34,1,0,,,,,,,
503,juicy-iframe,"custom element that lets you stamp inline or external HTML into an iframe. It also provides simple data binding, that works for native JS/HTML as well as for Polymer's dom-bind",Juicy,0.0.2,,2017-07-28 08:25:11,4,0,,,,,,,
504,prism-announce,Web component based on Polymer 2. Provide a message display container with material design.,Prhythm,2.0.0,,2017-07-22 07:14:26,2,0,,,,,,,
505,prism-pagination,Web component based on Polymer 2. Provide a pagination fully customisable.,Prhythm,2.0.2,,2017-07-23 07:11:19,0,0,,,,,,,
506,paper-chip,A small Polymer element that represents a complex entity such as a calendar event or a contact. ,bendavis78,1.1.2,,2017-07-28 12:27:55,67,20,,,,,,,
507,spinkit-element,[Polymer 1.x] Element that provides a configurable spinner based on Spinkit.,GeoloeG,1.0.1,,2017-07-24 07:08:00,8,2,,,,,,,
508,paper-input-autocomplete-chips,Web Component for Input autocomplete chips based on Polymer Paper Elements,WebPaperElements,0.30.4,,2017-08-04 07:24:50,21,20,,,,,,,
509,neon-page-behavior,"Make the most of Polymer's 'neon-animated-pages' effortlessly. NeonPageBehavior fires events allowing more control over a page's lifecycle, allows your page element to use a different animation-configuration when transitioning to each different page, and makes it possible to display a page as an overlay on top of another",vguillou,v1.2.0,,2017-07-24 05:50:12,24,6,,,,,,,
510,polymer-grid-layout,Style mixins for cross-platform display-grid layouts,dimitardanailov,v1.0.3,,2017-06-27 17:40:21,1,0,,,,,,,
511,flag-icon,"Polymer Web Component for SVG icons of country, state, province and other flags.",Protoss78,1.0.1,,2017-02-28 08:28:00,3,5,,,,,,,
512,dialog-el,An a11y equipped dialog element written for the modern browser with Web Components,jshcrowthe,v1.2.0,,2017-04-19 22:46:30,3,7,,,,,,,
513,google-chart,Google Charts API web components,GoogleWebComponents,1.1.2,,2017-08-10 01:22:46,194,101,,,,,,,
514,app-flickity,,ryanburns23,v0.0.2,,2017-06-10 06:58:55,1,2,,,,,,,
515,paper-collapse-item,A Material Design item with header and collapsible content (Polymer),Collaborne,2.0.2,,2017-07-24 04:03:28,10,7,,,,,,,
516,vaadin-split-layout,vaadin-split-layout is a web component that allows you to partition a layout into resizeable areas,vaadin,v2.0.0,,2017-07-27 19:37:04,17,4,,,,,,,
517,vaadin-context-menu,Responsive web component for showing context dependent items for any element on the page. Part of Vaadin Core Elements bundle.,vaadin,v2.0.0,,2017-07-15 07:16:20,11,2,,,,,,,
518,paper-fab-speed-dial,A floating action button flinging out related actions,pomber,v0.6.0,,2017-07-03 18:09:35,12,5,,,,,,,
519,lazy-board,Session based routing and HTML lazy importing,Saneyan,v2.0.1,,2017-07-06 19:57:25,2,1,,,,,,,
520,polymer-ui-router,UI-router wrapper for Polymer 1.x/2.x,ergo,0.1.4,,2017-07-28 21:40:55,12,3,,,,,,,
521,i18n-element,I18N Base Element for Polymer 2.x with i18n-behavior,t2ym,2.0.0,,2017-05-17 16:23:28,4,0,,,,,,,
522,status-bar,An easy drop-in status-bar solution build as a custom element,nuclei,v1.1.2,,2017-08-09 10:33:13,5,1,,,,,,,
523,transburger-icon,Custom element to display a transformable hamburger icon,kcmr,v3.0.2,,2017-07-27 18:51:40,10,1,,,,,,,
524,time-display,Time display and time-diff (timeago) elements for Polymer,CaptainCodeman,v0.0.2,,2017-07-24 00:14:39,9,2,,,,,,,
525,mocha-test,A custom element for running mocha/chai tests,matthewp,v2.0.4,,2016-11-19 01:35:39,1,0,,,,,,,
526,signin-button,A generic sign in button element implementing the Google Sign-In button guidelines,samthecodingman,0.0.2,,2017-07-30 17:53:16,2,0,,,,,,,
527,k-speech,"a simple component ""text to speech""",k4ng,1.0.2,,2017-02-26 07:52:52,3,2,,,,,,,
528,iron-data-table,iron-data-table is a Web Component for displaying data as a table or grid. Built on top of iron-list using Polymer.,Saulis,v1.0.7,,2017-07-31 10:46:34,140,62,,,,,,,
529,numeral-js,A Polymer element for formatting and manipulating numbers using Numeral.js.,saeidzebardast,v0.1.3,,2017-05-22 11:17:30,5,1,,,,,,,
530,full-width-text,Web component for making the inner text fit the width of the element,pomber,v0.2.1,,2017-08-09 21:03:05,14,1,,,,,,,
531,plutonium-visualization,Visualization library for integrate Polymer with D3 and add SVG support.,lordoftheflies,v0.3.9,,2017-03-04 09:12:49,0,0,,,,,,,
532,cordova-accelerometer,An element providing access to accelerometer for cordova applications.,adelarosab,v1.2.0,,2016-11-21 22:18:02,1,0,,,,,,,
533,salte-rating,`salte-rating` allows you to display ratings with extreme precision,salte-io,1.0.8,,2017-07-16 11:54:00,2,2,,,,,,,
534,battery-status-icon,A web component that detects and displays the current battery status as an icon. It uses Polymer 1.x and HTML5 Navigator.getBattery() API.,Protoss78,1.0.1,,2017-05-27 20:19:03,6,2,,,,,,,
535,dynamic-side-nav,Web component: dynamic-side-nav,MCKreukniet,v1.0.0-beta,,2017-07-13 19:08:53,1,0,,,,,,,
536,ufg-eventos,Webcomponente de eventos da UFG - Universidade Federal de Goiás,joserochadocarmo,0.0.4,,2017-06-06 17:46:34,0,0,,,,,,,
537,web-share,Polymer 2 element that wraps the web share api,jgw96,v0.5.0,,2017-05-12 23:05:31,7,2,,,,,,,
538,jas-breadcrumbs,Simple Breadcrumbs Menu,homerjonathan,0.2.9,,2016-10-31 20:01:12,0,1,,,,,,,
539,mixin-builder,A simple mixin builder created to works well as a web components.,FlorentinDUBOIS,v0.1.1,,2017-07-01 09:08:52,0,0,,,,,,,
540,pmp-simple-date-input,A single-line text field to hold valid Date input of given date pattern,biztek,v1.0.8,,2017-06-20 22:40:18,0,1,,,,,,,
541,hipaa-npi-number-input,Input field to hold valid HIPAA compliant NPI number.,biztek,v1.0.6,,2017-06-19 19:43:37,0,0,,,,,,,
542,polymer2-splashscreen,Polymer v2 Splashcreen Element,arcoirislabs,v1.0.0,,2017-06-30 10:25:24,0,0,,,,,,,
543,if-diff,Extension of Polymer's dom-if that allows comparing two properties rather than just binding to a single boolean property,bahrus,0.0.3,,2017-07-26 07:51:21,1,0,,,,,,,
544,nebula-progress,A progress bar control.,arsnebula,v2.0.1,,2017-03-02 03:51:28,1,0,,,,,,,
545,nebula-validate,Form and data validation with Validate.js,arsnebula,v2.0.1,,2017-05-21 10:08:08,2,0,,,,,,,
546,drop-menu,polymer drop-menu component,acordeonl,v1.14.1,,2016-11-14 23:21:13,0,1,,,,,,,
547,lrndesign-stepper,Presentation of steps to completion,LRNWebComponents,0.0.6,,2017-07-18 20:19:07,1,1,,,,,,,
548,bit-flip,"Polymer1 Web Component for generating a random hexadecimal or binary string, of a specified length. ",bkawk,1.0.0,,2017-04-03 00:02:50,1,0,,,,,,,
549,improved-print,Turn mid-content hyperlinks into a listed footnote!,pimdewit,1.0.1,,2017-07-16 05:32:06,1,0,,,,,,,
550,juicy-markdown-tabbededitor,"GitHub Flavored Markdown (GFM) editor with filedrop, paste functionality and a preview window",Juicy,0.0.2,,2017-07-28 08:28:06,4,2,,,,,,,
551,juicy-svg-injector,Polymer Element wrapper around SVGInjector,Juicy,1.0.2,,2017-07-28 08:32:16,0,0,,,,,,,
552,cvitaede-starsrating,A stars' images filled to show a rate,manufosela,2.1.6,,2017-06-16 14:56:57,0,1,,,,,,,
553,google-signin,Google Sign-in web component,GoogleWebComponents,v1.3.7,,2017-07-23 21:17:33,247,85,,,,,,,
554,google-apis,Web components for loading Google's JavaScript Libraries,GoogleWebComponents,v2.0.0,,2017-07-23 21:17:34,67,52,,,,,,,
555,google-calendar,Google Calendar web components,GoogleWebComponents,v1.0.3,,2017-08-10 11:32:07,68,34,,,,,,,
556,konami-code,Web Component (with Polymer) to listen the Konami Code (↑↑↓↓←→←→BA),abdonrd,v0.1.1,,2017-07-11 15:29:29,7,1,,,,,,,
557,stripe-form,,vic10us,v1.0.4,,2017-07-23 19:21:01,11,2,,,,,,,
558,good-map,A simple custom element wrapper for Google Maps JavaScript API,keanulee,v0.0.1,,2017-07-21 09:28:48,2,0,,,,,,,
559,page-title,"A Polymer element for easily updating a webpage's title, such as in a SPA.",zacharytamas,v3.0.0,,2017-08-03 14:32:20,13,5,,,,,,,
560,i18n-number,Wrapper element for Intl.NumberFormat,t2ym,2.0.2,,2017-05-16 05:18:41,0,0,,,,,,,
561,super-uploader,,super-elements,v1.1.1,,2017-02-14 11:14:43,0,0,,,,,,,
562,app-bottom-nav,A Material Design bottom navigation component for Polymer,samthecodingman,0.0.4,,2017-07-30 05:08:45,2,3,,,,,,,
563,hot-ajax-paging,Enables paging of data coming from iron-ajax,mercmobily,v0.2.5,,2016-08-10 06:26:52,0,0,,,,,,,
564,hax-behaviors,"Shared behaviors to provide ""edit"" capabilities to any element, lrn or otherwise.",LRNWebComponents,0.0.14,,2017-08-01 11:43:31,0,0,,,,,,,
565,paper-share-button,A Material Design sharing button (Polymer 1.x),Koada-os,2.1.0,,2017-05-28 15:07:19,7,4,,,,,,,
566,ga-dnt-analytics,Basic Google Analytics web component with Do Not Track support.,justinribeiro,2.0.1,,2017-05-27 09:43:27,7,0,,,,,,,
567,media-session,Media Session API implemented in Polymer.,jorgecasar,0.1.0,,2017-04-18 12:41:48,2,0,,,,,,,
568,promise-dialog,,jonsmithers,v0.1.0,,2017-04-17 21:47:46,2,1,,,,,,,
569,paper-confirm-button,A button that asks for confirmation before performing an action,idanen,v0.0.4,,2017-01-19 16:21:12,2,0,,,,,,,
570,plotly-plot,Polymer element for the plotly.js library,ginkgobioworks,v0.5.0,,2017-07-04 01:19:47,13,1,,,,,,,
571,medium-editor-element,Polymer element for https://github.com/yabwe/medium-editor,filipproch,v0.1.3,,2017-05-07 22:02:05,6,1,,,,,,,
572,app-metadata,Manage page meta tags for SEO,CaptainCodeman,v0.0.6,,2017-07-27 10:22:01,24,6,,,,,,,
573,nebula-storage,Load and save data in the browser with Mozilla localForage.,arsnebula,v2.0.1,,2017-06-17 11:58:51,3,0,,,,,,,
574,fancy-carousel,The fanciest carousel of them all.,annsonn,v1.0.3,,2017-03-22 19:54:26,9,4,,,,,,,
575,whats-new,Show changelog like a boss,xliiv,v0.2.1,,2017-04-17 19:55:11,2,0,,,,,,,
576,x-frame,Cross document communication with frame content made easy,vpusher,v1.0.0,,2017-06-04 15:39:02,4,0,,,,,,,
577,vaadin-checkbox,Polymer 2 element for customized checkboxes. Part of Vaadin Core Elements bundle.,vaadin,v1.0.0-alpha1,,2017-08-08 23:52:37,1,1,,,,,,,
578,sortable-list,A web component for reorderable drag-and-drop lists on modern browsers and touch devices. ,sharedlabs,v1.0.2,,2017-07-30 21:36:39,15,4,,,,,,,
579,circle-progress,Polymer-based web component displaying a circular progress bar.,Shah-Parth,v0.1.1,,2016-12-31 01:50:49,0,1,,,,,,,
580,mobile-first,Custom element to contain content within mock device 📱,samthor,v2.0.0,,2017-05-26 18:07:25,13,1,,,,,,,
581,page-sections,Simple sections for your single page or landing page.,nuclei,v0.0.6,,2017-08-09 10:27:38,0,0,,,,,,,
582,material-toggle,"A simple toggle element, based on a checkbox.",nuclei,v1.0.8,,2017-07-11 23:22:22,3,0,,,,,,,
583,papa-parser,Simple polymer element that uses Papa Parse and file-input to request a file and parse it into JSON Objects.,milesje,1.0.0,,2017-05-07 15:32:04,2,0,,,,,,,
584,granite-countdown,A simple countdown element,LostInBrittany,1.0.4,,2016-10-30 11:39:29,1,1,,,,,,,
585,invisible-recaptcha,A Polymer Invisible Recaptcha web-component (Polymer 1.x),Koada-os,1.1.2,,2017-03-10 13:36:12,3,0,,,,,,,
586,emulator-gba,A web-component Emulator for GameBoy Advanced console.,klarkc,v2.0.1,,2017-04-11 16:12:03,3,0,,,,,,,
587,eiwos-widgets,Polymer widgets for embeding iframe widgets,eiwos,v0.0.3,,2017-01-13 20:55:40,0,0,,,,,,,
588,timestamp-time,,DamandeepS,v0.0.5,,2017-07-18 20:18:23,1,0,,,,,,,
589,polymer-logger,A simple logging mixin for Polymer 2.0.,daniel-cotton,v1.0.1,,2017-05-12 23:03:50,1,0,,,,,,,
590,grain-masonry,,daKmoR,v0.8.2,,2017-07-28 21:19:26,4,0,,,,,,,
591,animated-content-placeholder,Animated placeholder used while loading elements on the page (Polymer),Collaborne,1.1.2,,2017-07-23 00:04:57,3,1,,,,,,,
592,hipaa-dea-number-input,Input field for HIPAA compliant DEA number Demo:,biztek,v1.0.8,,2017-05-29 21:52:09,0,0,,,,,,,
593,paper-countries,Select Dropdown with list of countries with flags and autocomplete,bluewatertracks,2.0.4,,2017-08-10 03:43:27,12,6,,,,,,,
594,icoomon-icons,A set of icoomon icons for use with iron-icon,alejandroledesma,1.0.0,,2017-06-03 01:53:08,1,0,,,,,,,
595,navigation-bar,navigation bar for acordeonl play page,acordeonl,v0.1.1,,2016-11-18 08:42:47,0,0,,,,,,,
596,paper-divider,Polymer element that provides a Material Design divider.,wincinderith,v2.0.0,,2017-05-26 22:55:12,4,1,,,,,,,
597,paper-speech-rec-button,Paper Element for a speech recognition button,WebPaperElements,1.0.0,,2017-03-04 00:34:50,0,0,,,,,,,
598,nishtyak-element,Ништяк,tsaiDavid,1.0.0,,2017-07-01 22:35:45,0,0,,,,,,,
599,super-code,,super-elements,v1.0.0,,2016-08-27 07:42:10,0,0,,,,,,,
600,made-with-heart,<:purple_heart: /> A Polymer element for show your love!,simoneas02,0.1.1,,2017-07-21 22:18:38,17,5,,,,,,,
601,x-num,x-tag number format component,regou,v1.0.7,,2017-03-03 09:13:16,0,0,,,,,,,
602,pf-parallax-video,Polymer 2.0 based custom-element to display video with parallax effect and overlays.,PFElements,0.1.1,,2017-07-26 06:42:42,1,0,,,,,,,
603,app-section-head,An app heading element.,oyeharry,v2.0.1,,2017-04-28 15:00:20,0,0,,,,,,,
604,app-active-route,Simple polymer element that selects active route from given app-routes,mgibas,1.0.4,,2017-04-21 12:13:50,0,0,,,,,,,
605,paper-calendar,[WIP] A useful calendar widget that you can use in various situations,myfrom,v0.0.1,,2017-06-13 22:42:11,2,2,,,,,,,
606,wow-tabs,The last tabs you'll ever need.,matthewp,v1.0.0,,2017-06-07 02:10:28,1,0,,,,,,,
607,cvitaede-circlepicture,Rounded Picture with a titlle and a subtitle,manufosela,2.0.1,,2016-11-30 11:14:30,0,0,,,,,,,
608,hax-ajax,An element wrapper for listening to save events and shipping off via ajax,LRNWebComponents,0.0.5,,2017-08-01 11:43:23,0,0,,,,,,,
609,l2t-paper-rating,"Polymer element to display ""star"" ratings in a paper style",Link2Twenty,v1.2.0,,2017-07-02 19:34:43,4,0,,,,,,,
610,chess-board,A Web Component for displaying chess positions,laat,v1.1.0,,2017-07-14 08:15:51,17,5,,,,,,,
611,ros-service,An element for calling ROS services using roslibjs.,jstnhuang,v2.0.1,,2016-05-05 08:07:25,0,0,,,,,,,
612,iron-collapse-button,A simple polymer element that wraps an iron-collapse with a trigger section.,jifalops,1.0.0,,2017-02-28 03:05:46,2,0,,,,,,,
613,ros-log,Adds robot logs to the website,hcrlab,v0.1.1,,2017-05-08 19:49:55,0,0,,,,,,,
614,cordova-geolocation,,cordova-elements,v0.0.1,,2017-02-09 10:54:56,0,0,,,,,,,
615,social-links,Displays social links with SVG icons,convoo,0.0.2,,2017-03-23 21:00:37,3,0,,,,,,,
616,dry-stone-layout,Masonry-like layout with no gaps,CaptainCodeman,v0.0.4,,2017-07-28 19:14:14,8,1,,,,,,,
617,magento-collect,A Polymer e-commerce element for Magento 2,bobvanluijt,v0.0.0,,2017-07-26 18:42:21,10,2,,,,,,,
